"Id","SalePrice"
1461,126842.261329146
1462,159182.912052588
1463,184707.794417067
1464,190380.682661646
1465,190753.014605796
1466,170805.332602011
1467,175299.48229236
1468,164165.276973275
1469,182997.046300629
1470,126324.451449831
1471,201212.514609165
1472,92736.5595977963
1473,95354.2973314586
1474,152356.631832246
1475,119555.924868476
1476,380432.775839538
1477,254124.13715735
1478,279118.963717191
1479,277756.059778064
1480,488912.68625261
1481,327289.690721135
1482,205866.913461377
1483,165431.556714802
1484,166859.46556695
1485,174522.624268342
1486,195239.921612272
1487,347337.94835167
1488,234329.922005937
1489,201627.352542005
1490,215922.59427966
1491,192334.589652076
1492,92304.7753015729
1493,182627.761712216
1494,288520.39561289
1495,291933.882292208
1496,234545.588603846
1497,185337.376820865
1498,159887.560759536
1499,156870.115399763
1500,147033.196994893
1501,168473.93630404
1502,145958.49427761
1503,302859.104396552
1504,240706.09014433
1505,220285.216671244
1506,189584.94388399
1507,243494.794341708
1508,196459.278199514
1509,160790.383948628
1510,142364.515817213
1511,144842.97519003
1512,176318.072671411
1513,141432.166660823
1514,159723.417124718
1515,195465.734318699
1516,151255.119391169
1517,161978.460916941
1518,137085.09308362
1519,222347.18735825
1520,133722.86908545
1521,134807.222509469
1522,166856.210895707
1523,115876.876305558
1524,120629.79870533
1525,122916.491529661
1526,118593.597515487
1527,104137.122122921
1528,131480.024223441
1529,145342.273204739
1530,171870.975684393
1531,103171.754507057
1532,96204.2145332827
1533,140081.6584133
1534,123447.653358945
1535,151195.524110229
1536,111074.266153461
1537,64703.0347954323
1538,162878.917149857
1539,191691.856114052
1540,92390.5716164557
1541,141718.886711135
1542,141070.410959964
1543,217831.355164228
1544,76704.5632929631
1545,106226.215341615
1546,130053.492653146
1547,134052.246073109
1548,134016.298658328
1549,111118.440135225
1550,138690.1675126
1551,112415.272809387
1552,132278.662668078
1553,147727.229136166
1554,113010.163001107
1555,169290.205782716
1556,79985.9509118222
1557,106595.309454099
1558,89901.7100794961
1559,78926.9161679175
1560,130202.623814785
1561,135067.830039472
1562,130077.565969422
1563,119598.554804452
1564,162102.971346925
1565,144508.351486768
1566,236278.828144443
1567,72914.6156568046
1568,222142.541466916
1569,138968.149743499
1570,138108.111766102
1571,117827.899279125
1572,151614.911113557
1573,248527.631638519
1574,112588.231972474
1575,213342.461540823
1576,229149.721286537
1577,193309.667159919
1578,142440.110134002
1579,145521.015357923
1580,195894.145668277
1581,152102.436694603
1582,129175.174807285
1583,328033.404715724
1584,228293.337869556
1585,142177.444430068
1586,74303.3616548529
1587,97332.3459082436
1588,149126.33823593
1589,98061.8012560629
1590,134881.828250068
1591,98992.8422928395
1592,118664.6956264
1593,124632.942647636
1594,130212.52740236
1595,112023.684682145
1596,241750.911197495
1597,176760.669351957
1598,200414.288594202
1599,178572.107258501
1600,177832.438801556
1601,66296.0825791338
1602,119040.690260158
1603,72710.2201007464
1604,264002.644622412
1605,248404.005505686
1606,165263.931727287
1607,169332.482408983
1608,215571.439551236
1609,192215.714193731
1610,151647.472372337
1611,138789.951278508
1612,163984.442240615
1613,162347.940829617
1614,125061.144048767
1615,86358.8728358247
1616,73282.808062142
1617,92354.1812493323
1618,126618.661703318
1619,137677.227285708
1620,161830.224595627
1621,132813.575551748
1622,141726.093823602
1623,272726.652679821
1624,204376.921495973
1625,120703.217926747
1626,158524.089929756
1627,187424.511446699
1628,273460.144519904
1629,176384.118820341
1630,367697.642785514
1631,217634.80441004
1632,241227.665972691
1633,168872.057974466
1634,187220.74183804
1635,175352.79646571
1636,153626.161618533
1637,190920.357573631
1638,187876.063772055
1639,179194.004854716
1640,265195.418841812
1641,175423.083544605
1642,223605.323412607
1643,225533.904316801
1644,232857.309975191
1645,194063.178304798
1646,155766.055311787
1647,160869.607482139
1648,133117.747224367
1649,135578.721263891
1650,112168.483790918
1651,123352.022441641
1652,94716.0972444727
1653,96250.2610905124
1654,145759.142085617
1655,151048.628374181
1656,148073.306971276
1657,148187.107489399
1658,147692.807188411
1659,127501.405812492
1660,153431.821165692
1661,448265.026089936
1662,407741.558609463
1663,392338.634842897
1664,415028.624221599
1665,310375.567647627
1666,333178.349247487
1667,367550.043645851
1668,336226.215925497
1669,293114.62835119
1670,354328.057838738
1671,257843.118977128
1672,473638.808265614
1673,293476.72284212
1674,241009.302540887
1675,185123.749065697
1676,187551.872559586
1677,219093.548160773
1678,457877.095020932
1679,399300.761150231
1680,351553.442980909
1681,245521.971238179
1682,300662.83855919
1683,172510.200124939
1684,176020.420444607
1685,171793.772348552
1686,171637.234734299
1687,166309.291251995
1688,192323.369262324
1689,191977.674265521
1690,192535.96141495
1691,176796.760233609
1692,263448.064028763
1693,165784.062299024
1694,179409.772227692
1695,165944.818257915
1696,271863.071454596
1697,171167.322874948
1698,363914.705611934
1699,326372.893191273
1700,244919.763455005
1701,262831.470362088
1702,257814.648184086
1703,255310.844161859
1704,292183.307108976
1705,228491.302140278
1706,442755.757851602
1707,217531.235001314
1708,202332.645067713
1709,280223.457721045
1710,221078.505557998
1711,258135.893648907
1712,262356.464748036
1713,272307.707951654
1714,224827.54937888
1715,202211.717947637
1716,180360.34441684
1717,170291.117276377
1718,134580.694484881
1719,201989.382352329
1720,253533.93565684
1721,167094.529243387
1722,122899.940503365
1723,155418.429015941
1724,215051.593322572
1725,240970.225214442
1726,186546.961395809
1727,159572.90897756
1728,187084.020988211
1729,162250.980927092
1730,156194.472907302
1731,120267.790414324
1732,128413.739499372
1733,120995.439750028
1734,120796.923843995
1735,135864.840235611
1736,118606.169712612
1737,334716.788656974
1738,221600.677268535
1739,274409.515816306
1740,212844.000445864
1741,189917.440015584
1742,167541.758964525
1743,174243.180407476
1744,303080.798150883
1745,215792.701495486
1746,188235.858568341
1747,212138.539650864
1748,222389.976507007
1749,150597.554496608
1750,132595.129231663
1751,235922.23677362
1752,121768.836226174
1753,146071.514975798
1754,195213.636658325
1755,164988.289839035
1756,126416.970496787
1757,121466.187788008
1758,147438.726468092
1759,160394.454466701
1760,165891.51992529
1761,133050.151502883
1762,175007.101704474
1763,171683.533770276
1764,116479.916855066
1765,165889.659583238
1766,176940.829218113
1767,220101.633905413
1768,145812.076558202
1769,177917.781747621
1770,146798.17271972
1771,122383.257942433
1772,134853.755865621
1773,130046.125260468
1774,136385.644105057
1775,135942.079799309
1776,127749.318452704
1777,110625.512634573
1778,142577.140794598
1779,108630.158054604
1780,178365.888430471
1781,130178.308465149
1782,89888.402162077
1783,140142.862243745
1784,102875.744494259
1785,116788.776163459
1786,128477.361560986
1787,168146.443092479
1788,51760.2142890537
1789,93804.9572179596
1790,77289.3081804265
1791,186874.942908815
1792,154784.815016391
1793,129907.760933596
1794,146095.166568215
1795,129647.665758445
1796,117436.31325623
1797,107429.482163243
1798,123689.907255806
1799,105392.194428788
1800,126731.668460223
1801,131599.476461934
1802,124016.861713488
1803,151394.215903416
1804,143713.418583733
1805,138068.152194541
1806,115858.161531125
1807,127526.602400276
1808,114320.581043819
1809,121673.056043061
1810,145611.10590989
1811,100021.1031975
1812,96794.2642483665
1813,124531.558165028
1814,94610.1972374272
1815,54953.622755508
1816,97649.0620335472
1817,113644.222223367
1818,138199.773375468
1819,125211.644095933
1820,57528.0026934555
1821,105113.83906131
1822,145947.904830501
1823,45202.1524217488
1824,136389.176711627
1825,132462.123349113
1826,104302.76273071
1827,105848.187684601
1828,137169.81117351
1829,115391.026266394
1830,141341.149819239
1831,150685.096928194
1832,89125.4970085243
1833,141694.619686724
1834,121996.65832501
1835,130491.141435238
1836,123986.50876158
1837,83780.02278399
1838,119638.877570793
1839,90089.4676688618
1840,151290.639800232
1841,142285.014431729
1842,79018.0971830839
1843,126440.18427771
1844,132170.381036691
1845,137354.76259901
1846,153994.932040462
1847,159575.871480082
1848,55909.5112729144
1849,107129.264829469
1850,120072.466162797
1851,158415.787254817
1852,125277.080409375
1853,135533.112950809
1854,172465.903415329
1855,145119.504616283
1856,222571.222391983
1857,152937.843552276
1858,136030.281415696
1859,117193.166301211
1860,146984.662459172
1861,116895.849979395
1862,303234.4315042
1863,297994.840693479
1864,298041.672465322
1865,318070.500841688
1866,328172.250856774
1867,242717.913832708
1868,307717.920458001
1869,206540.35688623
1870,238264.175732371
1871,241261.495495627
1872,168959.172878743
1873,239159.250436725
1874,145914.716486547
1875,204346.497727309
1876,191740.70148992
1877,207177.424639864
1878,197558.597305954
1879,133213.472301262
1880,138404.35142184
1881,245813.977810054
1882,255372.617063016
1883,191937.092354047
1884,204162.987578515
1885,245312.657346383
1886,306042.306546576
1887,205222.419868481
1888,286092.158006792
1889,160310.970645247
1890,124986.997868192
1891,136218.69261321
1892,107837.416196569
1893,127966.680960881
1894,126033.624954991
1895,138559.367233762
1896,125197.701988518
1897,118975.946988126
1898,109098.102530869
1899,151686.501494215
1900,146591.759167082
1901,168629.528542699
1902,139137.960458476
1903,210126.576203882
1904,137441.487061482
1905,194777.985400356
1906,166506.811785568
1907,197862.987248801
1908,110830.968090575
1909,135666.562011072
1910,122103.628230957
1911,209056.934994089
1912,291273.660400436
1913,143681.030081613
1914,53535.2821420448
1915,308289.917136833
1916,66443.3055797578
1917,261433.182453382
1918,140496.495470065
1919,164800.748084861
1920,139336.542770272
1921,455036.236088781
1922,320002.272371264
1923,209953.88017536
1924,234789.22028152
1925,199712.325426407
1926,412563.636173472
1927,133519.896313274
1928,157601.212085833
1929,118452.999248414
1930,126634.587890761
1931,142485.485401847
1932,136927.151667974
1933,176283.662215904
1934,180437.927412167
1935,171476.035868477
1936,183922.515941386
1937,179630.999030765
1938,171492.658184312
1939,240704.69945968
1940,189386.113761577
1941,171237.143775518
1942,181434.2798869
1943,205305.707560565
1944,352731.234804173
1945,383966.466455859
1946,146612.001277242
1947,300318.903123664
1948,169858.534975985
1949,246754.319020881
1950,185212.116956364
1951,254411.907159054
1952,218156.338868533
1953,163528.83756288
1954,182894.387345199
1955,130306.221474449
1956,288950.649214388
1957,152167.237429131
1958,312020.905979169
1959,139912.762821959
1960,116557.171694707
1961,119146.042833221
1962,95020.7933189099
1963,100380.916159981
1964,109655.66221251
1965,145816.002736139
1966,148148.699500538
1967,278216.006326188
1968,446292.004330918
1969,388145.999019639
1970,439905.164676095
1971,441901.198224355
1972,388906.178494305
1973,262796.173776488
1974,316414.246510298
1975,425403.810364854
1976,269771.052181401
1977,351171.404711747
1978,362470.656383943
1979,333954.647333455
1980,192731.892763121
1981,344244.56920363
1982,218402.460373553
1983,202347.125600554
1984,169569.380105022
1985,216992.817031849
1986,210475.947736827
1987,175331.159440448
1988,175572.997863529
1989,194737.847426252
1990,210565.726403918
1991,238399.751516552
1992,209011.107383615
1993,171056.966464162
1994,241434.420356718
1995,187964.041410422
1996,246558.697126835
1997,315920.797747959
1998,342302.168518938
1999,253297.992039603
2000,321203.075732493
2001,259442.973304817
2002,250560.648298303
2003,266267.253609386
2004,266852.926934677
2005,226447.52390345
2006,231044.589252615
2007,247492.333777533
2008,217279.395275553
2009,189397.552158558
2010,197578.309044467
2011,138221.301969993
2012,177023.936558968
2013,180849.145192086
2014,185318.156198899
2015,205180.580236182
2016,191007.813966169
2017,198242.129732428
2018,122768.306055636
2019,132747.198020724
2020,108894.609077926
2021,113120.274505676
2022,180229.388193477
2023,142623.098654601
2024,244930.018290389
2025,343923.871544522
2026,177843.747862299
2027,148917.37095385
2028,152114.084224013
2029,162841.644764085
2030,270176.259527384
2031,231626.452938643
2032,248963.573215453
2033,267515.753641458
2034,164348.876271215
2035,209237.442723879
2036,198018.959310888
2037,201674.274763574
2038,292537.148858026
2039,217880.929481018
2040,306041.417538076
2041,292809.193452693
2042,202955.535394924
2043,171966.064005471
2044,169130.254356818
2045,217845.840182646
2046,140977.863654258
2047,147599.869582911
2048,141670.126533579
2049,137171.854457882
2050,181442.431518557
2051,104579.695748045
2052,127343.738187597
2053,146549.293210375
2054,82817.0409254359
2055,155943.566750343
2056,140616.724628712
2057,116890.487217757
2058,226039.323546204
2059,130585.38150025
2060,171935.795621529
2061,178612.039971148
2062,131653.816391912
2063,111291.41204892
2064,140575.750025707
2065,117218.390477785
2066,162490.573995647
2067,112713.232629562
2068,137607.885344569
2069,84314.0471921481
2070,113633.362478918
2071,93823.1719771238
2072,129262.083509484
2073,138403.832509083
2074,189084.740806872
2075,145208.694603964
2076,119766.21275955
2077,151978.089688372
2078,129241.081777499
2079,132482.059636853
2080,116608.477933174
2081,128602.289403513
2082,119755.355821562
2083,145314.980179473
2084,110775.250802952
2085,122470.774726605
2086,106084.781277013
2087,122449.668151737
2088,97978.5715672978
2089,77768.4479327217
2090,129854.085557387
2091,120140.472207394
